,FIA001,FIA1,FIA10,FIA100,FIB1,FIB10,FIB100,FIC01,FIC1,FIC100,FIIA001,FIIA01,FIIA1,FIIA100,FIIB1,FIIB10,FIIB100,FIIC01,FIIC1,FIIC10,FIIC100,FIIIA001,FIIIA01,FIIIA1,FIIIA100,FIIIB1,FIIIB10,FIIIB100,FIIIC01,FIIIC1,FIIIC10,SC93A01,SC93A10,SC93A20,SC93B1,SC93B40,SC93C01,SC93C1,SC93C10,SC93C50,SC98A001,SC98A01,SC98A1,SC98A10,SC98A100,SC98B1,SC98B10,SC98B100,SC98C01,SC98C1,SC98C10,SC98C100,SCIA1,SCIA10,SCIA100,SCIB1,SCIB10,SCIB100,SCIC1,SCIC100,P72IA001,P72IA01,P72IA1,P72IA10,P72IA100,P72IB1,P72IB10,P72IB100,P72IC01,P72IC1,P72IC10,P72IC100,P72IIA001,P72IIA01,P72IIA1,P72IIB10,P72IIB100,P72IIC01,P72IIC10,P72IIC100,P72IIIA01,P72IIIA1,P72IIIA10,P72IIIA100,P72IIIB1,P72IIIB100,P72IIIC01,P72IIIC1,P72IIIC10,P72IIIC100
SC98A100_INY15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,1,0,2,2,0,0,0,1,0,1,3,0,0,2,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,3,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C1_JDW5U,0,1,0,0,1,1,0,0,2,1,3,1,1,4,0,1,1,2,4,0,2,2,1,1,1,6,1,1,0,6,1,0,0,0,0,3,0,0,1,0,1,4,5,5,4,6,0,0,4,5,7,6,0,1,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC93B1_EA6KB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIB1_EUE9S,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,1,2,2,0,0,1,1,1,1,4,1,0,2,0,0,0,1,1,0,1,0,0,0,0,3,0,2,0,1,3,0,1,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SC98B10_FOU28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C10_H2JT0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,2,0,3,1,2,0,1,0,1,1,4,0,0,1,3,1,0,1,0,2,1,3,0,3,1,1,2,2,2,1,1,0,0,2,2,4,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC01_A8YQ2,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,4,0,1,0,1,0,0,1,1,0,0,0,1,1,0,2,1,3,2,0,0,2,2,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SC98C01_D4RZ3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA01_CJUMZ,0,0,1,2,1,2,5,0,1,0,0,1,1,0,1,1,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,4,3,0,0,1,0,1,0,1,0,0,0,1,1,3,0,1,0,1,0,0,0,2,0,0,2,2,3,7
SC98A001_BX6QL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
FIIIB100_F2LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB100_FPOXD,6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIC100_A6ETV,2,2,3,0,4,0,3,1,3,10,3,0,6,12,1,0,1,1,1,0,3,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,0,2,0,1,0,0,2,0,0,2,1,4,21,0,1,4,5,0,1,1,1,2,4,2,0,6,19,21,5,13,6,0,13,0,5,7,3,0,1,0,6,5,1,0
FIIB10_CLAMV,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,3,2,0,2,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,2,0,5,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB1_AW28Z,0,2,0,0,0,1,2,0,0,0,1,2,1,1,2,1,0,1,0,1,2,3,0,1,1,1,1,5,1,1,3,1,0,2,0,3,0,2,3,0,2,0,1,1,0,0,2,0,0,1,1,1,0,0,0,1,2,0,0,1,1,4,0,5,4,1,2,0,4,0,1,0,0,3,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SC98C100_H1GKV,0,2,0,0,0,0,0,0,2,1,0,0,0,0,10,0,0,0,1,11,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A100_IO0FU,4,2,1,2,0,0,2,5,1,2,5,2,2,2,5,2,8,5,3,1,2,7,4,5,2,7,6,11,5,10,2,1,2,6,0,15,1,3,8,6,1,2,12,3,7,7,2,1,4,6,14,6,0,2,6,2,3,4,2,4,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0
P72IIIC100_IQ1WI,0,1,2,3,0,0,2,2,0,1,1,3,0,0,1,0,0,9,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,3,2,0,1,0,0,8,1,0,1,2,0,2,4,0,2,0,0,9,2,3,2,10,3,0,2,1,6,0,0,6,6,0,10,4,1,0,10,0,7,4,1,0,7,0,0,22,2,39,6,0,7,25
FIIB10_BSSEC,1,3,2,2,2,0,4,2,0,2,2,2,3,2,2,13,3,0,1,0,1,2,0,1,0,0,14,0,1,1,3,0,0,1,0,2,0,0,2,0,1,2,1,0,0,2,1,2,1,0,0,2,1,3,1,2,3,0,1,0,0,3,0,6,0,0,0,3,1,1,1,0,2,0,0,4,1,0,6,1,3,3,1,1,3,1,3,2,0,2
P72IIA01_DG4OZ,2,0,0,0,0,3,0,8,2,2,1,2,5,0,1,4,0,0,1,0,2,0,0,0,3,1,2,1,2,0,0,0,0,1,0,1,0,2,1,0,1,2,0,0,0,1,0,0,2,0,0,2,1,0,1,0,0,2,2,4,0,3,0,1,0,0,0,0,0,1,1,0,5,5,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0
SC93C10_GII38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SC98C01_EMGGY,0,0,0,1,0,1,0,3,0,0,1,1,0,2,2,2,0,2,0,0,5,2,2,4,0,1,0,4,5,4,3,0,0,1,1,1,0,1,2,0,1,0,6,1,2,2,0,0,4,3,0,4,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB1_ASAXH,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,6,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIA01_DSVWR,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,2,0,1,3,2,1,0,0,2,0,0,4,1,0,1,0,0,0,0,1,1,1,0,0,2,1,0,1,1,1,5,1,1,5,1,0,0,0,0,5,6,2,7,2,9,8,5,3,3,0,1,11,12,4,2,9,3,12,4,1,7,0,0,2,0,1,5,0,0
P72IIIB1_ICQM5,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,2,0,1,0,1,1,0,0,0,0,0,5,0,0,1,0,0,1,2,2,0,2,4
FIIA001_F228G,0,0,0,0,0,1,0,0,1,0,4,0,0,0,1,0,0,1,2,0,0,2,0,0,0,2,0,7,0,2,1,0,0,1,1,0,0,0,6,0,1,3,1,0,2,4,0,0,0,2,0,1,1,1,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0
FIIIA001_H7PR6,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,1,3,0,0,2,3,0,0,0,1,2,0,3,2,0,0,0,0,0,0,0,2,1,1,1,2,1,0,0,0,0,1,4,0,1,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C10_IQOX9,0,0,0,3,2,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,4,3,0,2,1,0,3,0,0,0,1,1,0,1,0,0,0,0,1,1,3,2,2,3,0,1,4,4,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IA001_FNM5D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
FIIB10_B8QGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIC01_IKWU9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIB100_EK0TT,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,3,0,3,0,1,0,1,1,2,3,0,0,3,1,2,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,12,0,0,3,30
P72IB100_ET2KK,0,42,6,51,22,9,56,20,0,8,0,0,0,0,1,1,1,0,0,2,2,1,0,2,15,0,4,0,0,0,0,89,2,5,9,4,60,49,0,0,1,0,3,1,0,0,0,1,0,0,0,0,3,0,0,1,1,0,7,4,114,48,224,143,176,174,26,225,47,16,82,121,42,49,89,10,208,9,119,160,50,1,4,233,152,114,169,27,63,94
FIIIA001_H47LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,2,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA001_F1MGB,0,0,0,0,2,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIA10_GBAQE,0,0,0,0,0,0,0,1,0,1,2,4,1,0,0,0,4,24,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,0,4,0,0,4,0,0,0,0,1,8,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SC93C50_FY8MR,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,0,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA1_BC897,1,2,0,1,0,0,1,0,0,4,4,1,0,0,2,0,1,2,1,1,2,6,2,1,0,2,2,0,2,0,2,0,0,0,0,0,1,0,2,0,0,1,0,1,2,7,1,0,3,2,1,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC93C10_FOLPH,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,2,3,2,2,4,1,1,0,2,0,0,0,0,1,1,0,0,2,1,1,5,1,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SC98A01_HHZ7T,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,1,2,0,0,5,0,0,3,3,0,0,1,1,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C01_EKZYW,2,0,0,0,0,1,1,2,1,0,5,1,0,2,0,2,2,1,1,2,0,4,0,2,0,1,2,1,0,0,1,1,1,1,0,0,0,0,3,1,0,1,3,0,0,1,1,0,3,2,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P72IIIB1_HYYO1,0,3,3,0,0,0,0,0,0,8,0,1,0,0,4,0,0,0,0,6,0,0,0,1,0,0,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,3,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,2,14,0,0,3,0,0,7,0,0,2,5,0
SC98C10_IUSBY,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,3,2,4,1,1,2,3,1,0,1,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,1,5,1,2,1,1,0,1,3,5,5,0,1,0,1,2,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
FIIC10_AWWW0,0,2,0,1,1,0,2,2,1,1,0,3,1,1,1,2,2,2,3,2,2,3,4,4,0,1,2,1,4,6,1,0,0,2,0,2,1,0,3,0,0,5,3,2,2,1,0,0,2,3,7,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
FIB10_EUE4C,4,0,0,0,0,6,1,1,0,0,20,5,1,0,8,3,0,4,9,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC10_A9PQ8,0,1,3,2,1,1,3,1,2,0,2,2,0,1,0,1,2,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SC93B40_JYKEN,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,3,0,1,0,0,1,0,1,1,0,0,3,1,0,1,4,0,1,2,0,0,0,2,3,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A01_HBMVP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIC01_D4B14,6,5,3,13,9,7,20,6,12,62,6,15,5,2,2,5,1,7,0,3,0,0,1,2,10,2,38,0,0,0,7,3,4,8,1,4,2,0,4,1,0,5,2,0,0,0,2,7,0,0,0,1,3,5,0,6,16,0,16,6,7,14,9,6,14,2,8,15,5,6,9,12,11,22,10,6,16,1,10,2,4,45,11,6,13,7,12,52,4,3
SC98A01_G8LL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A01_GZ89C,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P72IC01_F3PJ6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
SCIB1_JEU3E,0,1,0,11,3,3,49,3,4,0,8,12,8,1,4,17,16,27,0,1,0,1,0,0,11,0,0,0,0,1,3,1,2,0,4,0,2,3,0,4,0,2,0,0,0,0,0,7,1,0,0,0,3,8,0,92,1,30,26,5,9,23,24,17,8,8,26,48,36,21,16,8,19,14,19,28,19,5,11,9,21,13,19,11,15,8,31,34,29,53
FIA1_ATD7X,72,28,2,12,3,7,3,51,0,5,5,16,0,0,6,47,1,10,0,4,0,1,2,2,14,1,7,1,0,0,11,2,6,4,2,7,1,1,9,1,0,4,3,2,1,0,0,0,4,2,1,2,10,0,0,6,0,0,8,2,0,1,0,0,0,1,1,1,0,0,0,0,1,1,2,1,2,0,7,0,4,3,5,1,2,0,0,4,2,0
P72IIIB1_IT7DU,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0
SC93A20_JZZLF,0,0,1,0,0,1,0,1,0,3,0,0,0,0,2,0,1,0,0,1,1,0,1,2,0,0,1,0,1,2,2,0,0,1,0,0,0,0,0,0,0,3,1,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FIIB1_AUIMH,1,0,1,1,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A01_HNCXK,0,1,3,1,0,1,0,0,0,7,2,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA1_BCAXE,1,0,0,0,0,0,0,0,0,0,2,20,0,0,2,1,4,2,3,0,2,2,0,2,1,0,2,1,2,0,1,0,0,0,0,0,0,1,0,3,0,3,0,2,0,2,2,0,1,0,3,4,12,1,0,8,1,0,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72A01_H5VI5,0,0,0,3,1,0,0,0,0,0,1,2,0,0,0,25,10,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,5,0,1,0,0,1,3,0,5,0,6,4,2,3,6,6,4,1,0,1,4,6,0,0,1,5,5,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
FIIIB100_F9LVP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,2,0,4,0,0,1,2,0,1,0,0,0,0,0,2,1,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIB100_GDLMX,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,3,0,1
FIC1_F699N,97,64,52,32,106,20,40,65,93,211,2,0,13,0,0,1,1,1,0,4,0,1,1,1,0,0,2,0,0,0,0,9,2,2,9,0,18,6,0,19,0,1,0,0,3,0,0,12,0,0,0,0,2,33,1,15,2,11,7,5,4,17,6,6,9,24,15,1,6,6,25,11,5,0,0,2,2,14,3,5,17,8,1,3,4,4,3,11,7,4
FIIC10_A6R0X,0,2,0,0,0,0,0,0,6,0,9,1,1,0,42,0,1,1,5,28,18,1,1,0,0,0,39,0,3,0,3,0,1,7,1,1,0,0,0,0,0,6,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,1,1,7,0,2,1,5,0,0,0,1,1,5,0,6,8,0,0,1,0,1,0,0,0,1,0,0
SC98B1_I9IPA,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,2,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA001_ICTO7,1,0,0,0,1,1,0,1,0,0,1,1,0,1,2,0,0,0,2,12,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0
FIB100_GGF7H,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB10_CBYUH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIC01_B7A5U,0,1,6,3,1,0,0,3,0,0,0,3,0,0,0,2,1,61,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,5
